11/16/2001,10.22
11/23/2001,10.18
11/30/2001,10.26
12/7/2001,10.09
12/14/2001,10.08
12/21/2001,10.12
12/28/2001,10.1
1/4/2002,10.12
1/11/2002,10.26
1/18/2002,10.22
1/25/2002,10.16
2/1/2002,10.19
2/8/2002,10.21
2/15/2002,10.21
2/22/2002,10.22
3/1/2002,10.17
3/8/2002,10.05
3/15/2002,10.02
3/22/2002,10.01
3/28/2002,10
4/5/2002,10.08
4/12/2002,10.1
4/19/2002,10.11
4/26/2002,10.14
5/3/2002,10.13
5/10/2002,10.11
5/17/2002,10.05
5/24/2002,10.1
5/31/2002,10.15
6/7/2002,10.13
6/14/2002,10.22
6/21/2002,10.21
6/28/2002,10.13
7/5/2002,10.1
7/12/2002,10.19
7/19/2002,10.18
7/26/2002,10.15
8/2/2002,10.2
8/9/2002,10.19
8/16/2002,10.16
8/23/2002,10.21
8/30/2002,10.25
9/6/2002,10.27
9/13/2002,10.32
9/20/2002,10.34
9/27/2002,10.34
10/4/2002,10.32
10/11/2002,10.25
10/18/2002,10.14
10/25/2002,10.17
11/1/2002,10.23
11/8/2002,10.31
11/15/2002,10.25
11/22/2002,10.21
11/29/2002,10.21
12/6/2002,10.26
12/13/2002,10.28
12/20/2002,10.33
12/27/2002,10.38
1/3/2003,10.3
1/10/2003,10.29
1/17/2003,10.33
1/24/2003,10.36
1/31/2003,10.34
2/7/2003,10.37
2/14/2003,10.35
2/21/2003,10.37
2/28/2003,10.44
3/7/2003,10.46
3/14/2003,10.41
3/21/2003,10.27
3/28/2003,10.35
4/4/2003,10.35
4/11/2003,10.34
4/17/2003,10.36
4/25/2003,10.41
5/2/2003,10.42
5/9/2003,10.51
5/16/2003,10.56
5/23/2003,10.59
5/30/2003,10.58
6/6/2003,10.59
6/13/2003,10.68
6/20/2003,10.57
6/27/2003,10.5
7/3/2003,10.48
7/11/2003,10.49
7/18/2003,10.36
7/25/2003,10.29
8/1/2003,10.12
8/8/2003,10.23
8/15/2003,10.11
8/22/2003,10.15
8/29/2003,10.17
9/5/2003,10.23
9/12/2003,10.28
9/19/2003,10.32
9/26/2003,10.38
10/3/2003,10.3
10/10/2003,10.29
10/17/2003,10.22
10/24/2003,10.3
10/31/2003,10.27
11/7/2003,10.19
11/14/2003,10.31
11/21/2003,10.33
11/28/2003,10.26
12/5/2003,10.32
12/12/2003,10.31
12/19/2003,10.36
12/26/2003,10.35
1/2/2004,10.27
1/9/2004,10.4
1/16/2004,10.42
1/23/2004,10.4
1/30/2004,10.36
2/6/2004,10.38
2/13/2004,10.41
2/20/2004,10.39
2/27/2004,10.43
3/5/2004,10.49
3/12/2004,10.51
3/19/2004,10.5
3/26/2004,10.47
4/2/2004,10.34
4/8/2004,10.31
4/16/2004,10.24
4/23/2004,10.18
4/30/2004,10.15
5/7/2004,9.99
5/14/2004,10.01
5/21/2004,10.02
5/28/2004,10.07
6/4/2004,10.01
6/10/2004,10
6/18/2004,10.04
6/25/2004,10.07
7/2/2004,10.16
7/9/2004,10.16
7/16/2004,10.2
7/23/2004,10.16
7/30/2004,10.15
8/6/2004,10.26
8/13/2004,10.27
8/20/2004,10.26
8/27/2004,10.27
9/3/2004,10.24
9/10/2004,10.29
9/17/2004,10.31
9/24/2004,10.33
10/1/2004,10.27
10/8/2004,10.3
10/15/2004,10.33
10/22/2004,10.35
10/29/2004,10.34
11/5/2004,10.28
11/12/2004,10.28
11/19/2004,10.28
11/26/2004,10.26
12/3/2004,10.26
12/10/2004,10.31
12/17/2004,10.28
12/23/2004,10.28
12/31/2004,10.27
1/7/2005,10.24
1/14/2005,10.27
1/21/2005,10.31
1/28/2005,10.3
2/4/2005,10.33
2/11/2005,10.31
2/18/2005,10.25
2/25/2005,10.24
3/4/2005,10.22
3/11/2005,10.12
3/18/2005,10.12
3/24/2005,10.07
4/1/2005,10.13
4/8/2005,10.1
4/15/2005,10.18
4/22/2005,10.19
4/29/2005,10.21
5/6/2005,10.18
5/13/2005,10.23
5/20/2005,10.22
5/27/2005,10.25
6/3/2005,10.3
6/10/2005,10.26
6/17/2005,10.25
6/24/2005,10.31
7/1/2005,10.26
7/8/2005,10.23
7/15/2005,10.21
7/22/2005,10.19
7/29/2005,10.17
8/5/2005,10.12
8/12/2005,10.18
8/19/2005,10.18
8/26/2005,10.19
9/2/2005,10.26
9/9/2005,10.21
9/16/2005,10.16
9/23/2005,10.16
9/30/2005,10.11
10/7/2005,10.1
10/14/2005,10.03
10/21/2005,10.08
10/28/2005,9.99
11/4/2005,9.93
11/11/2005,9.98
11/18/2005,10
11/25/2005,10.03
12/2/2005,9.98
12/9/2005,9.99
12/16/2005,10.03
12/23/2005,10.06
12/30/2005,10.06
1/6/2006,10.07
1/13/2006,10.09
1/20/2006,10.09
1/27/2006,10.02
2/3/2006,10.01
2/10/2006,9.98
2/17/2006,10.01
2/24/2006,10
3/3/2006,9.95
3/10/2006,9.91
3/17/2006,9.96
3/24/2006,9.95
3/31/2006,9.87
4/7/2006,9.83
4/13/2006,9.79
4/21/2006,9.82
4/28/2006,9.81
5/5/2006,9.79
5/12/2006,9.75
5/19/2006,9.8
5/26/2006,9.8
6/2/2006,9.82
6/9/2006,9.82
6/16/2006,9.74
6/23/2006,9.68
6/30/2006,9.73
7/7/2006,9.74
7/14/2006,9.77
7/21/2006,9.78
7/28/2006,9.82
8/4/2006,9.87
8/11/2006,9.83
8/18/2006,9.9
8/25/2006,9.91
9/1/2006,9.94
9/8/2006,9.93
9/15/2006,9.91
9/22/2006,10
9/29/2006,9.98
10/6/2006,9.96
10/13/2006,9.91
10/20/2006,9.92
10/27/2006,9.97
11/3/2006,9.96
11/10/2006,10.02
11/17/2006,10.02
